epoch,accuracy,loss,val_accuracy,val_loss
2,0.5253012180328369,1.2521930932998657,0.1135135143995285,3.07137131690979
3,0.6036144495010376,1.0738012790679932,0.1135135143995285,3.3723180294036865
4,0.6722891330718994,0.9079585671424866,0.1135135143995285,3.5971481800079346
5,0.7174698710441589,0.8048725724220276,0.1459459513425827,3.35760235786438
6,0.7518072128295898,0.695612370967865,0.21621622145175934,3.19240403175354
7,0.7897590398788452,0.6225016713142395,0.24864864349365234,3.046114206314087
8,0.8475903868675232,0.4798470437526703,0.2540540397167206,3.1769778728485107
9,0.8957831263542175,0.3520812690258026,0.21621622145175934,3.148042917251587
10,0.9216867685317993,0.2824277877807617,0.20540539920330048,3.047088861465454
11,0.933132529258728,0.24109391868114471,0.318918913602829,2.674551248550415
12,0.9301204681396484,0.2404462993144989,0.4810810685157776,1.6845064163208008
13,0.9156626462936401,0.2853568494319916,0.7243243455886841,0.7944763898849487
14,0.9548192620277405,0.16999129951000214,0.6648648381233215,1.149575114250183
15,0.9602409601211548,0.1392558515071869,0.6756756901741028,1.3769270181655884
16,0.966265082359314,0.1225075051188469,0.708108127117157,0.9450680017471313
17,0.9813253283500671,0.08881178498268127,0.8702702522277832,0.39583879709243774
18,0.9873493909835815,0.06325694918632507,0.8648648858070374,0.3974989056587219
19,0.9807229042053223,0.07451323419809341,0.5729729533195496,1.696032166481018
20,0.9686747193336487,0.11429541558027267,0.8432432413101196,0.44874390959739685
21,0.9891566038131714,0.05409177020192146,0.9513513445854187,0.12879802286624908
22,0.9987951517105103,0.015730520710349083,0.9783783555030823,0.08973371237516403
23,0.9993975758552551,0.009182263165712357,1.0,0.008790225721895695
24,1.0,0.00515472749248147,0.9945945739746094,0.013854899443686008
25,1.0,0.004374743439257145,0.9945945739746094,0.00920571107417345
26,1.0,0.0034973809961229563,1.0,0.003393222112208605
27,1.0,0.002819883404299617,1.0,0.005878057796508074
28,1.0,0.0026748627424240112,1.0,0.0026262160390615463
29,1.0,0.002168180188164115,1.0,0.0017432470340281725
30,1.0,0.001817215932533145,1.0,0.0016667494783177972
31,1.0,0.0018854480003938079,1.0,0.0018509766086935997
32,1.0,0.0016676379600539804,1.0,0.0011344824451953173
33,1.0,0.0015501811867579818,1.0,0.0009191588032990694
0,0.40662649273872375,1.5601147413253784,0.13513512909412384,2.301605701446533
1,0.507831335067749,1.313158392906189,0.1135135143995285,2.9527904987335205
2,0.5680722594261169,1.1880881786346436,0.1621621549129486,3.4567103385925293
3,0.6530120372772217,0.9611965417861938,0.22162161767482758,2.828590154647827
4,0.7024096250534058,0.8134631514549255,0.20000000298023224,2.8246006965637207
5,0.7566264867782593,0.6703852415084839,0.14054054021835327,3.1177866458892822
6,0.8343373537063599,0.5152894258499146,0.13513512909412384,3.3256146907806396
7,0.8313252925872803,0.49036791920661926,0.2702702581882477,2.910480260848999
8,0.8620482087135315,0.4009234607219696,0.3027026951313019,2.5105185508728027
9,0.8975903391838074,0.307430237531662,0.36216217279434204,2.024460792541504
10,0.9030120372772217,0.2982737720012665,0.5783783793449402,1.546622395515442
11,0.8801204562187195,0.35550588369369507,0.4972972869873047,1.447424292564392
12,0.8963855504989624,0.3465787172317505,0.7351351380348206,0.931795597076416
13,0.9433735013008118,0.1983271986246109,0.7891891598701477,0.6132490634918213
14,0.9493975639343262,0.16470250487327576,0.8432432413101196,0.4743923842906952
15,0.9126505851745605,0.2651903033256531,0.8864864706993103,0.4305117726325989
16,0.9554216861724854,0.14538142085075378,0.6648648381233215,1.139934778213501
17,0.9704819321632385,0.10643753409385681,0.8486486673355103,0.43332716822624207
18,0.9680722951889038,0.10734012722969055,0.8324324488639832,0.6355460286140442
19,0.9271084070205688,0.23811213672161102,0.7351351380348206,0.9202059507369995
20,0.9698795080184937,0.11078710108995438,0.8972973227500916,0.368506520986557
21,0.9819276928901672,0.07504992187023163,1.0,0.049289945513010025
22,0.9915662407875061,0.03832907974720001,0.9243243336677551,0.22741150856018066
23,0.992168664932251,0.041128356009721756,0.8540540337562561,0.5236527919769287
24,0.9903614521026611,0.050165075808763504,0.9027026891708374,0.2718593180179596
25,0.9957831501960754,0.0239100381731987,0.9945945739746094,0.035796381533145905
26,0.9957831501960754,0.022426150739192963,0.9945945739746094,0.023077508434653282
27,0.9963855147361755,0.01384348701685667,0.8972973227500916,0.4497799575328827
28,0.9927710890769958,0.024036958813667297,0.9729729890823364,0.09915892034769058
29,0.9915662407875061,0.031015781685709953,0.9837837815284729,0.04937707632780075
30,1.0,0.008784442208707333,0.9945945739746094,0.028068581596016884
31,0.9981927871704102,0.009244109503924847,1.0,0.01425433810800314
0,0.5566264986991882,1.208959698677063,0.15675675868988037,2.660529136657715
1,0.7012048363685608,0.8319292068481445,0.20540539920330048,3.2045109272003174
2,0.7777108550071716,0.6354458332061768,0.18378378450870514,3.809760332107544
3,0.8548192977905273,0.444346159696579,0.20000000298023224,4.779816627502441
4,0.8969879746437073,0.32809826731681824,0.1945945918560028,4.982028007507324
5,0.933132529258728,0.23103919625282288,0.17297297716140747,5.208463668823242
6,0.9596385359764099,0.14957329630851746,0.23783783614635468,4.651031494140625
7,0.9734939932823181,0.10748527199029922,0.2594594657421112,4.05120325088501
8,0.9849397540092468,0.062404830008745193,0.34594595432281494,3.2747457027435303
9,0.9939758777618408,0.042160991579294205,0.3837837874889374,2.887195587158203
10,0.9939758777618408,0.034207120537757874,0.5243242979049683,1.827006459236145
11,0.9969879388809204,0.023251906037330627,0.7783783674240112,0.7080761790275574
12,0.9981927871704102,0.01986652985215187,0.8810811042785645,0.46852076053619385
13,0.9981927871704102,0.014019384980201721,1.0,0.018322879448533058
14,0.9933735132217407,0.02977382205426693,0.9243243336677551,0.31191903352737427
15,0.9656626582145691,0.10881227999925613,0.800000011920929,0.6367364525794983
16,0.9765059947967529,0.07645318657159805,0.8270270228385925,0.40503811836242676
17,0.9951807260513306,0.03186452016234398,0.9135135412216187,0.285379022359848
18,0.9987951517105103,0.013264619745314121,0.9837837815284729,0.03174670785665512
19,0.9993975758552551,0.006917697377502918,0.9891892075538635,0.024799669161438942
20,1.0,0.003830182598903775,1.0,0.0034651283640414476
21,1.0,0.0026614228263497353,1.0,0.0022538311313837767
22,1.0,0.0017949739703908563,1.0,0.0014935638755559921
23,1.0,0.0019197262590751052,1.0,0.0012121907202526927
0,0.5462046265602112,1.2445359230041504,0.1881188154220581,2.323876142501831
1,0.698019802570343,0.8440123796463013,0.18316832184791565,3.3233437538146973
2,0.8041804432868958,0.5772249698638916,0.11386138945817947,3.789396286010742
3,0.8344334363937378,0.4917900562286377,0.18316832184791565,3.846982479095459
4,0.8839383721351624,0.37008729577064514,0.19801980257034302,3.7052488327026367
5,0.9020901918411255,0.30044448375701904,0.1881188154220581,3.7229866981506348
6,0.949394941329956,0.18998849391937256,0.27227723598480225,3.4990761280059814
7,0.9631463289260864,0.13510693609714508,0.3118811845779419,3.307720184326172
8,0.9845984578132629,0.07347399741411209,0.34158414602279663,2.884218454360962
9,0.9730473160743713,0.10287974029779434,0.6930692791938782,1.0156292915344238
10,0.9642464518547058,0.12867242097854614,0.6188119053840637,1.4880626201629639
11,0.9884488582611084,0.06395208090543747,0.8811880946159363,0.31483927369117737
12,0.9895489811897278,0.04913107305765152,0.896039605140686,0.27294307947158813
13,0.9972497224807739,0.02433481439948082,0.9504950642585754,0.14621515572071075
14,0.9983498454093933,0.013320058584213257,0.9405940771102905,0.23217244446277618
15,0.9994499683380127,0.010356325656175613,0.9950494766235352,0.01741158589720726
16,1.0,0.0052370065823197365,1.0,0.004835442639887333
17,1.0,0.004517938010394573,0.9702970385551453,0.07878167927265167
18,1.0,0.005023322068154812,0.9702970385551453,0.06373060494661331
19,0.9994499683380127,0.004763527773320675,1.0,0.0031510868575423956
20,1.0,0.0027408525347709656,0.9950494766235352,0.012153946794569492
21,1.0,0.001856018090620637,1.0,0.001883658580482006
22,1.0,0.0016351008089259267,1.0,0.0017571786884218454
23,1.0,0.0014318397734314203,1.0,0.0015544779598712921
24,1.0,0.0012469321954995394,1.0,0.002277668099850416
25,1.0,0.0013703200966119766,1.0,0.0038658769335597754
26,1.0,0.0010109340073540807,1.0,0.0014027407160028815
0,0.5599560141563416,1.2202311754226685,0.11386138945817947,2.6018638610839844
1,0.7057205438613892,0.8361108899116516,0.11386138945817947,3.7635622024536133
2,0.8003300428390503,0.6059479713439941,0.1683168262243271,4.061948299407959
3,0.8712871074676514,0.39988425374031067,0.19801980257034302,4.656318664550781
4,0.9114411473274231,0.3001865744590759,0.20297029614448547,4.74385404586792
5,0.9350935220718384,0.2162504494190216,0.20792078971862793,4.299912929534912
6,0.9521452188491821,0.17261555790901184,0.20297029614448547,3.96779465675354
7,0.9774477481842041,0.10137395560741425,0.2524752616882324,3.9184465408325195
8,0.9884488582611084,0.05617827549576759,0.3465346395969391,3.0269100666046143
9,0.9851484894752502,0.07161764800548553,0.5643564462661743,1.2680933475494385
10,0.9818481802940369,0.06701330840587616,0.6485148668289185,1.2398531436920166
11,0.9856985807418823,0.0662485808134079,0.6089109182357788,1.2432355880737305
12,0.9444444179534912,0.1846069097518921,0.8613861203193665,0.47871485352516174
13,0.9884488582611084,0.056909557431936264,0.8811880946159363,0.4373377859592438
14,0.9851484894752502,0.05679569020867348,0.9752475023269653,0.08148422837257385
15,0.9983498454093933,0.01590004935860634,0.9504950642585754,0.14587397873401642
16,0.9994499683380127,0.009563276544213295,1.0,0.00802269484847784
17,1.0,0.00448675686493516,1.0,0.0046646506525576115
18,1.0,0.0038377796299755573,1.0,0.002075847703963518
19,1.0,0.0029625967144966125,1.0,0.002435135655105114
20,1.0,0.0021278110798448324,1.0,0.0012167105451226234
21,1.0,0.0020127708557993174,1.0,0.010415461845695972
22,1.0,0.001780361053533852,1.0,0.0012025687610730529
23,1.0,0.0013515484752133489,1.0,0.0009381785639561713
24,1.0,0.001402710797265172,1.0,0.0008256583823822439
25,1.0,0.0010968518909066916,1.0,0.0007336473208852112
26,1.0,0.0009748552110977471,1.0,0.0006946685025468469
